Symbol,Name,Sector,Industry
FLOW,"SPX FLOW, Inc.",Technology,Industrial Machinery/Components
SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software
SRCI,SRC Energy Inc.,Energy,Oil & Gas Production
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals
JOE,St. Joe Company (The),Consumer Services,Homebuilding
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STMP,Stamps.com Inc.,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,Finance,Major Banks
SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,Technology,Industrial Machinery/Components
SWJ,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
SWP,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
STN,Stantec Inc,Consumer Services,Military/Government/Technical
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores
SBUX,Starbucks Corporation,Consumer Services,Restaurants
SRT,"StarTek, Inc.",Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,Finance,Major Banks
STT,State Street Corporation,Finance,Major Banks
STCN,"Steel Connect, Inc.",Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
SPLP,Steel Partners Holdings LP,Capital Goods,Industrial Specialties
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",Basic Industries,Environmental Services
STE,STERIS plc,Health Care,Industrial Specialties
STL,Sterling Bancorp,Finance,Major Banks
STL^A,Sterling Bancorp,Finance,Major Banks
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,Finance,Major Banks
STC,Stewart Information Services Corporation,Finance,Specialty Insurers
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
STON,StoneMor Partners L.P.,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
GJH,STRATS Trust,Finance,Finance: Consumer Services
GJS,STRATS Trust,Finance,Finance: Consumer Services
GJO,STRATS Trust,Finance,Finance: Consumer Services
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals
SYK,Stryker Corporation,Health Care,Medical/Dental Instruments
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks
INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts
SUM,"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications
SLF,Sun Life Financial Inc.,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,Energy,Integrated oil Companies
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SSY,"SunLink Health Systems, Inc.",Health Care,Hospital/Nursing Management
SUN,Sunoco LP,Energy,Oil Refining/Marketing
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,Technology,Semiconductors
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts
STI,"SunTrust Banks, Inc.",Finance,Major Banks
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SPN,"Superior Energy Services, Inc.",Energy,Oilfield Services/Equipment
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel
SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SVU,SuperValu Inc.,Consumer Non-Durables,Food Distributors
SPRT,"support.com, Inc.",Technology,EDP Services
SURF,"Surface Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments
SLD,Sutherland Asset Management Corporation,Consumer Services,Real Estate Investment Trusts
SLDA,Sutherland Asset Management Corporation,Consumer Services,Real Estate Investment Trusts
SLDD,Sutherland Asset Management Corporation,Consumer Services,Real Estate Investment Trusts
SIVB,SVB Financial Group,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,Technology,Semiconductors
SYF,Synchrony Financial,Finance,Finance: Consumer Services
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYNH,"Syneos Health, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp.,Finance,Major Banks
SYNT,"Syntel, Inc.",Technology,EDP Services
SES,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals
SYN,"Synthetic Biologics, Inc",Health Care,Major Pharmaceuticals
GJT,"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services
GJV,"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,Consumer Services,Catalog/Specialty Distribution
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments
TAHO,"Tahoe Resources, Inc.",Basic Industries,Precious Metals
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TGE,"Tallgrass Energy, LP",Public Utilities,Natural Gas Distribution
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TRX,Tanzanian Royalty Exploration Corporation,Basic Industries,Precious Metals
TPR,"Tapestry, Inc.",Consumer Non-Durables,Apparel
TPIV,TapImmune Inc.,Health Care,Major Pharmaceuticals
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores
TGB,Taseko Mines Limited,Basic Industries,Precious Metals
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution
TCF,TCF Financial Corporation,Finance,Major Banks
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service
TISI,"Team, Inc.",Consumer Services,Other Consumer Services
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TECK,Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components
GCI,TEGNA Inc.,Consumer Services,Newspapers/Magazines
TGNA,TEGNA Inc.,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,Finance,Real Estate
TDOC,"Teladoc, Inc.",Health Care,Medical/Nursing Services
TLRA,"Telaria, Inc.",Technology,Advertising
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components
TDA,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals
TIK,Tel-Instrument Electronics Corp.,Capital Goods,Electrical Products
TELL,Tellurian Inc.,Energy,Oil & Gas Production
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management
TGC,"Tengasco, Inc.",Energy,Oil & Gas Production
TNC,Tennant Company,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TDC,Teradata Corporation,Technology,Computer Manufacturing
TER,"Teradyne, Inc.",Capital Goods,Electrical Products
TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TRNO,Terreno Realty Corporation,Finance,Real Estate
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TXT,Textron Inc.,Capital Goods,Aerospace
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AES,The AES Corporation,Basic Industries,Electric Utilities: Central
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",Finance,Major Banks
BX,The Blackstone Group L.P.,Finance,Investment Managers
CG,The Carlyle Group L.P.,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,Finance,Investment Managers
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,Finance,Major Banks
COO,"The Cooper Companies, Inc. ",Health Care,Ophthalmic Goods
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components
FBMS,"The First Bancshares, Inc.",Finance,Major Banks
FLIC,The First of Long Island Corporation,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
INTG,The Intergroup Corporation,Consumer Services,Building operators
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,Technology,EDP Services
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
SMPLW,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,Public Utilities,Water Supply
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines
TRI,Thomson Reuters Corp,Consumer Services,Publishing
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding
TBRG,"Thunder Bridge Acquisition, Ltd.",Finance,Business Services
TBRGU,"Thunder Bridge Acquisition, Ltd.",Finance,Business Services
TBRGW,"Thunder Bridge Acquisition, Ltd.",Finance,Business Services
TIBR,Tiberius Acquisition Corporation,Finance,Business Services
TIBRU,Tiberius Acquisition Corporation,Finance,Business Services
TIBRW,Tiberius Acquisition Corporation,Finance,Business Services
TDW,Tidewater Inc.,Consumer Services,Marine Transportation
TIER,"TIER REIT, Inc.",Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TLRY,"Tilray, Inc.",Consumer Durables,Specialty Chemicals
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TKR,Timken Company (The),Capital Goods,Metal Fabrications
TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TOCA,Tocagen Inc.,Health Care,Major Pharmaceuticals
TOL,"Toll Brothers, Inc.",Capital Goods,Homebuilding
TMP,Tompkins Financial Corporation,Finance,Major Banks
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods
BLD,TopBuild Corp.,Basic Industries,Engineering & Construction
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TMK,Torchmark Corporation,Finance,Life Insurance
TTC,Toro Company (The),Capital Goods,Tools/Hardware
TD,Toronto Dominion Bank (The),Finance,Commercial Banks
TSS,"Total System Services, Inc.",Miscellaneous,Business Services
TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting
TPGE,TPG Pace Energy Holdings Corp.,Energy,Oil & Gas Production
TPGH,TPG Pace Holdings Corp.,Finance,Business Services
TRTX,"TPG RE Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TAC,TransAlta Corporation,Public Utilities,Electric Utilities: Central
TRP,TransCanada Corporation,Public Utilities,Natural Gas Distribution
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts
TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical
TRXC,"TransEnterix, Inc.",Health Care,Medical/Dental Instruments
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas Production
TBIO,"Translate Bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TLP,TransMontaigne Partners L.P.,Energy,Natural Gas Distribution
TRU,TransUnion,Finance,Finance: Consumer Services
TA,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,Technology,EDP Services
TREC,Trecora Resources,Energy,Integrated oil Companies
TG,Tredegar Corporation,Capital Goods,Metal Fabrications
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TREX,"Trex Company, Inc.",Basic Industries,Forest Products
TY^,Tri Continental Corporation,Consumer Services,Miscellaneous
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding
TRCO,Tribune Media Company,Consumer Services,Broadcasting
TCDA,"Tricida, Inc.",Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,Finance,Major Banks
TDAC,Trident Acquisitions Corp.,Finance,Business Services
TDACU,Trident Acquisitions Corp.,Finance,Business Services
TDACW,Trident Acquisitions Corp.,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TMQ,Trilogy Metals Inc.,Basic Industries,Precious Metals
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads
TMCX,Trinity Merger Corp.,Finance,Business Services
TMCXU,Trinity Merger Corp.,Finance,Business Services
TMCXW,Trinity Merger Corp.,Finance,Business Services
TRT,Trio-Tech International,Technology,Industrial Machinery/Components
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
GTS,Triple-S Management Corporation,Finance,Accident &Health Insurance
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TGI,"Triumph Group, Inc.",Capital Goods,Aerospace
TRNC,"tronc, Inc.",Consumer Services,Newspapers/Magazines
TROX,Tronox Limited,Basic Industries,Major Chemicals
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBI,"TrueBlue, Inc.",Technology,Professional Services
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRMK,Trustmark Corporation,Finance,Major Banks
TSRI,"TSR, Inc.",Technology,EDP Services
TTEC,"TTEC Holdings, Inc.",Technology,Professional Services
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TCX,Tucows Inc.,Technology,EDP Services
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals
HEAR,Turtle Beach Corporation,Consumer Durables,Telecommunications Equipment
TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts
TRCB,Two River Bancorp,Finance,Major Banks
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software
TYME,"Tyme Technologies, Inc.",Health Care,Major Pharmaceuticals
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores
USB,U.S. Bancorp,Finance,Major Banks
USB^A,U.S. Bancorp,Finance,Major Banks
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers
USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USX,"U.S. Xpress Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts
UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
UPL,Ultra Petroleum Corp.,Energy,Oil & Gas Production
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components
UMBF,UMB Financial Corporation,Finance,Major Banks
UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services
UBSH,Union Bankshares Corporation,Finance,Major Banks
UNB,"Union Bankshares, Inc.",Finance,Major Banks
UNP,Union Pacific Corporation,Transportation,Railroads
UFAB,"Unique Fabricating, Inc.",Capital Goods,Auto Parts:O.E.M.
UIS,Unisys Corporation,Technology,EDP Services
UNT,Unit Corporation,Energy,Oil & Gas Production
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UCBA,United Community Bancorp,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UCFC,United Community Financial Corp.,Finance,Banks
UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services
UBNK,"United Financial Bancorp, Inc. ",Finance,Banks
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services
UBFO,United Security Bancshares,Finance,Major Banks
UAMY,United States Antimony Corporation,Capital Goods,Metal Fabrications
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
UZA,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
